name,breadcrumb,description,instructions,ingredients,rating,avg_rating,votes,glass,alcohol_content
Dirty Martini recipe,Cocktails > Short drinks > by base-ingredient > gin-based,"","1. Place an ice cube and a small amount of water in a cocktail glass. Place in freezer for 2 - 3 minutes. <br><br>
2. Fill a mixer with all ingredients including garnish. Cover and shake hard 3 - 4 times. <br><br>
3. Remove cocktail glass from freezer, and empty. Strain contents of the mixer into the cocktail glass, include one of the olives, and serve with a mysterious smile.","2 oz gin,1 tbsp dry vermouth,2 tbsp olive juice,2  olives",9.1,4.6,587,glass,25%
